"ncbi_gene_id","LUAD_fdr_adjusted_p_value","LUAD_cancer_sample_med","LUAD_normal_sample_med","LUAD_log2_fold_change","LUAD_p_value","gene_symbol"
90102,7.219e-15,9.035,31.599,-1.80628239657111,2.82068866935484e-14,"PHLDB2"
4045,8.7105e-16,2.632,8.885,-1.7552122871808,3.58638303159062e-15,"LSAMP"
57514,1e-20,9.17,45.229,-2.30225445982235,5.48805712878601e-20,"ARHGAP31"
141,1e-20,10.704,31.616,-1.56250483094322,5.48805712878601e-20,"ADPRH"
3081,1e-20,9.061,2.208,2.03693010723135,5.48805712878601e-20,"HGD"
6565,1e-20,9.653,34.809,-1.85041108459954,5.48805712878601e-20,"SLC15A2"
56667,1.3312e-17,3.947,1,1.98075651923102,6.10587660012348e-17,"MUC13"
57493,1.1427e-17,18.768,92.489,-2.3010068732134,5.26511368616911e-17,"HEG1"
200810,1e-20,23.073,2.663,3.1150812648,5.48805712878601e-20,"ALG1L"
101927123,3.6913e-13,1,8.564,-3.09828479572342,1.30397849262958e-12,"LINC02016"
4171,1e-20,15.753,5.048,1.64184278606685,5.48805712878601e-20,"MCM2"
50512,1e-20,47.631,5.675,3.06920854049703,5.48805712878601e-20,"PODXL2"
2624,2.3636e-11,7.998,28.755,-1.84610165146654,7.39022912457912e-11,"GATA2"
79825,3.7527e-18,2.958,19.604,-2.72845409431069,1.7712076429479e-17,"EFCC1"
131873,1.1849e-15,1.202,12.34,-3.35983359332559,4.84274361936194e-15,"COL6A6"
51554,6.418e-19,1,6.025,-2.5909612413426,3.18712045454545e-18,"ACKR4"
80111,1.2848e-11,83.571,300.369,-1.84566162100549,4.09412891049471e-11,"SLCO2A1"
51208,1e-20,9.48,804.572,-6.40719066209716,5.48805712878601e-20,"CLDN18"
83850,6.3084e-12,5.388,16.321,-1.59890769911975,2.04294261551874e-11,"ESYT3"
26577,4.0636e-16,4.86,40.589,-3.062060577539,1.70910460841668e-15,"PCOLCE2"
5352,1e-20,58.469,20.255,1.52939383197453,5.48805712878601e-20,"PLOD2"
185,3.7723e-16,1.24,8.965,-2.8539634624815,1.58988748298033e-15,"AGTR1"
1359,6.9616e-13,24.722,92.971,-1.910985311997,2.40958501630688e-12,"CPA3"
1356,1e-20,130.548,11.081,3.55842036792278,5.48805712878601e-20,"CP"
9934,1.8126e-15,3.247,9.506,-1.54973101701625,7.33113293413174e-15,"P2RY14"
285313,8.2523e-14,1.067,12.648,-3.56727719153395,3.01704412893701e-13,"IGSF10"
401093,3.5557e-18,1,3.775,-1.91647664443772,1.68250288535032e-17,"MBNL1-AS1"
5028,1.086e-14,2.059,7.297,-1.82535962378975,4.1998407079646e-14,"P2RY1"
26084,1e-20,6.194,48.355,-2.96472178673198,5.48805712878601e-20,"ARHGEF26"
4311,1e-20,3.617,42.481,-3.55395222438368,5.48805712878601e-20,"MME"
7881,2.4278e-13,1.571,5.208,-1.72904626787144,8.66704766938972e-13,"KCNAB1"
79674,1e-20,5.51,52.577,-3.25430760141321,5.48805712878601e-20,"VEPH1"
8706,4.9316e-17,8.157,23.295,-1.5139097732499,2.18727500895522e-16,"B3GALNT1"
1894,1e-20,25.772,6.66,1.95221041746281,5.48805712878601e-20,"ECT2"
27094,1e-20,5.59,1.897,1.55912860431908,5.48805712878601e-20,"KCNMB3"
27074,1e-20,52.465,535.035,-3.35020605988921,5.48805712878601e-20,"LAMP3"
110599564,1e-20,11.53,2.852,2.01534662609525,5.48805712878601e-20,"EEF1AKMT4"
5984,1e-20,29.415,10.303,1.51348755758628,5.48805712878601e-20,"RFC4"
116832,1e-20,36.688,8.429,2.12187487210446,5.48805712878601e-20,"RPL39L"
5648,1.8005e-16,1.101,9.573,-3.1201566404361,7.73174248554913e-16,"MASP1"
285386,1.3637e-19,1.364,5.282,-1.95324065714292,7.04515111265647e-19,"TPRG1"
55214,1e-20,12.563,95.218,-2.92205331037566,5.48805712878601e-20,"P3H2"
84239,5.1375e-17,12.554,61.293,-2.28757520552782,2.27497441883568e-16,"ATP13A4"
131578,1e-20,5.986,1.327,2.17342390812791,5.48805712878601e-20,"LRRC15"
200958,1e-20,30.706,10.183,1.59235793349912,5.48805712878601e-20,"MUC20"
4585,1e-20,20.987,5.383,1.96301362394244,5.48805712878601e-20,"MUC4"
4241,1e-20,9.166,2.5,1.87436419082486,5.48805712878601e-20,"MELTF"
10460,1e-20,42.587,14.052,1.59963762253881,5.48805712878601e-20,"TACC3"
401115,1e-20,15.755,5.43,1.53678565121318,5.48805712878601e-20,"C4orf48"
7466,6.1591e-20,32.585,109.836,-1.75307109151721,3.23974183856502e-19,"WFS1"
6286,1e-20,307.711,22.922,3.7467711844731,5.48805712878601e-20,"S100P"
84740,1e-20,21.284,1,4.41169740352087,5.48805712878601e-20,"AFAP1-AS1"
114905,3.4524e-17,1.286,10.476,-3.02612541702265,1.54567374045802e-16,"C1QTNF7"
9079,4.0978e-19,14.061,91.75,-2.70600895730512,2.0592484464487e-18,"LDB2"
64151,1e-20,5.824,1,2.54201035553661,5.48805712878601e-20,"NCAPG"
9353,4.5223e-16,6.201,38.442,-2.63211060173881,1.89416463258786e-15,"SLIT2"
55203,1e-20,3.002,1,1.5859239769586,5.48805712878601e-20,"LGI2"
80008,1e-20,5.592,1.03,2.44072002330486,5.48805712878601e-20,"TMEM156"
7345,1e-20,26.448,8.319,1.66867660753168,5.48805712878601e-20,"UCHL1"
22998,1.0455e-18,56.46,196.974,-1.80270417676331,5.13126150627615e-18,"LIMCH1"
132299,1e-20,267.214,62.175,2.10358908858596,5.48805712878601e-20,"OCIAD2"
10874,1e-20,6.669,1,2.73747044908606,5.48805712878601e-20,"NMU"
5471,1e-20,12.459,3.52,1.82354094362129,5.48805712878601e-20,"PPAT"
10606,1e-20,47.133,13.867,1.76508180394457,5.48805712878601e-20,"PAICS"
28983,1e-20,2.843,1,1.50741409901544,5.48805712878601e-20,"TMPRSS11E"
54959,1e-20,1,5.615,-2.48928602262588,5.48805712878601e-20,"ODAM"
80144,2.8224e-11,2.172,9.182,-2.079784328908,8.77795545632152e-11,"FRAS1"
306,1e-20,76.811,343.011,-2.15887000557332,5.48805712878601e-20,"ANXA3"
5593,1.1702e-20,1,7.842,-2.9712216418545,6.39692111846946e-20,"PRKG2"
79966,1e-20,12.419,49.272,-1.98821902341946,5.48805712878601e-20,"SCD5"
8404,3.0838e-17,129.853,528.124,-2.02399735949624,1.38342694444444e-16,"SPARCL1"
6696,1e-20,440.581,16.175,4.76756966300837,5.48805712878601e-20,"SPP1"
9429,8.8515e-11,2.229,8.582,-1.94491728448863,2.66154048165138e-10,"ABCG2"
6622,2.2601e-18,1.083,3.8,-1.81096617560998,1.08277834694755e-17,"SNCA"
27306,2.9644e-17,3.67,11.932,-1.70098391460464,1.33093438356164e-16,"HPGDS"
125,1e-20,12.652,255.789,-4.33751685753429,5.48805712878601e-20,"ADH1B"
115265,1e-20,4.886,1.096,2.15640606530673,5.48805712878601e-20,"DDIT4L"
51705,1.1663e-20,6.092,54.028,-3.14871943055801,6.3771658734053e-20,"EMCN"
64116,1e-20,73.742,479.945,-2.70231063730277,5.48805712878601e-20,"SLC39A8"
1062,1e-20,3.023,1,1.59598097896562,5.48805712878601e-20,"CENPE"
255743,1e-20,27.554,150.393,-2.44840374433325,5.48805712878601e-20,"NPNT"
27123,2.8694e-15,2.13,12.588,-2.56312374818522,1.14791451803985e-14,"DKK2"
7368,1e-20,6.258,1.977,1.66238878751171,5.48805712878601e-20,"UGT8"
171024,1.73e-12,4.271,17.506,-2.03520367248888,5.82424622356495e-12,"SYNPO2"
8654,1.2166e-15,7.132,24.199,-1.76256882269501,4.96964153225807e-15,"PDE5A"
4085,1e-20,7.571,1.502,2.33359905535869,5.48805712878601e-20,"MAD2L1"
79625,1e-20,43.968,201.33,-2.19503634857069,5.48805712878601e-20,"NDNF"
890,1e-20,13.178,1.913,2.78422265307997,5.48805712878601e-20,"CCNA2"
2247,1.3824e-11,1,4.851,-2.27828217953273,4.3913267958951e-11,"FGF2"
10733,1e-20,4.994,1.45,1.78414292102592,5.48805712878601e-20,"PLK4"
23657,1e-20,4.324,1,2.11236652307256,5.48805712878601e-20,"SLC7A11"
2996,1e-20,1,10.59,-3.40463068421761,5.48805712878601e-20,"GYPE"
646576,2.1698e-17,3.439,22.058,-2.68124096664792,9.82493551401869e-17,"HHIP-AS1"
64399,2.4847e-15,1.038,22.438,-4.43406573896217,9.96518065502969e-15,"HHIP"
84057,1e-20,7.121,1,2.83207985267166,5.48805712878601e-20,"MND1"
6999,4.6303e-20,6.189,1.742,1.82896169800878,2.45353057774608e-19,"TDO2"
59350,3.8746e-17,1,6.579,-2.71786831273266,1.72637365453818e-16,"RXFP1"
9848,1.3683e-13,1.297,7.407,-2.51371085761224,4.948126253448e-13,"MFAP3L"
51809,1e-20,39.067,12.531,1.640448924224,5.48805712878601e-20,"GALNT7"
2823,1e-20,1,50.348,-5.65386256532618,5.48805712878601e-20,"GPM6A"
80014,1e-20,8.034,43.242,-2.42824288468372,5.48805712878601e-20,"WWC2"
79682,1e-20,14.161,2.882,2.29678090644114,5.48805712878601e-20,"CENPU"
55805,7.4941e-13,1.813,7.827,-2.11008051979445,2.58826912598791e-12,"LRP2BP"
2160,1.0287e-16,1,6.718,-2.74803179557241,4.4831124168948e-16,"F11"
11076,7.4016e-13,5.403,23.731,-2.13494030842411,2.55671821450713e-12,"TPPP"
9319,1e-20,21.282,2.847,2.90211933791408,5.48805712878601e-20,"TRIP13"
153572,2.9698e-11,14.026,57.073,-2.02470476608089,9.22479896864112e-11,"IRX2"
153571,3.9787e-18,2.964,11.831,-1.99695466801077,1.87351123811536e-17,"C5orf38"
9037,8.0277e-19,3.172,29.12,-3.19854567938208,3.96352126495348e-18,"SEMA5A"
651746,1.6752e-12,1,3.479,-1.7986726789578,5.64743342913326e-12,"ANKRD33B"
54491,1.6315e-12,9.703,33.656,-1.7943609454493,5.50510832702498e-12,"OTULINL"
54463,5.4123e-20,6.583,24.514,-1.89678880807267,2.85703292515396e-19,"RETREG1"
23037,1e-20,3.748,27.261,-2.8626456265785,5.48805712878601e-20,"PDZD2"
3575,2.1674e-12,27.02,106.862,-1.98364934383604,7.25515827575849e-12,"IL7R"
3977,5.0828e-12,13.338,45.254,-1.76250296341409,1.65784228889214e-11,"LIFR"
5734,1e-20,9.268,29.992,-1.69424778142327,5.48805712878601e-20,"PTGER4"
730,2.6198e-12,22.276,111.374,-2.32185037533802,8.71454964179104e-12,"C7"
2690,8.5781e-19,1,5.073,-2.34283916046905,4.22684312845457e-18,"GHR"
6414,1e-20,45.178,156.299,-1.79061623790575,5.48805712878601e-20,"SELENOP"
10309,3.6032e-18,11.375,2.081,2.45051767512545,1.70389387651178e-17,"CCNO"
55789,1e-20,5.992,1,2.58303762379666,5.48805712878601e-20,"DEPDC1B"
64105,1e-20,9.107,2.231,2.02928537053126,5.48805712878601e-20,"CENPK"
57486,1e-20,11.36,3.775,1.58941428529224,5.48805712878601e-20,"NLN"
891,1e-20,44.74,6.252,2.83917557294682,5.48805712878601e-20,"CCNB1"
167465,4.613e-12,1,3.025,-1.59693514238723,1.50769806423229e-11,"ZNF366"
100505994,1.0589e-18,22.002,3.679,2.58024909045985,5.19588381770145e-18,"LUCAT1"
353189,6.6429e-13,5.204,19.81,-1.92853601305905,2.30320958774113e-12,"SLCO4C1"
1036,3.7642e-18,2.002,17.197,-3.10264303083758,1.77625927164938e-17,"CDO1"
57556,5.0458e-15,2.212,16.106,-2.86417494782202,1.98931088979303e-14,"SEMA6A"
4001,1e-20,34.686,10.142,1.7740112986714,5.48805712878601e-20,"LMNB1"
5307,1e-20,9.433,1,3.23771666769931,5.48805712878601e-20,"PITX1"
9547,5.1695e-17,42.3,7.672,2.46298303787654,2.28868983909416e-16,"CXCL14"
10112,1e-20,13.978,1.408,3.31143871272024,5.48805712878601e-20,"KIF20A"
2676,8.7939e-16,5.069,1.632,1.63506010661798,3.62005262837089e-15,"GFRA3"
995,1e-20,4.582,1,2.19597745864259,5.48805712878601e-20,"CDC25C"
51237,1e-20,69.868,18.678,1.90329186048608,5.48805712878601e-20,"MZB1"
641700,2.1225e-20,1.638,7.847,-2.26020584322202,1.1426125e-19,"ECSCR"
1839,2.1231e-12,20.902,127.118,-2.60445543370531,7.11327866806975e-12,"HBEGF"
56099,1.3762e-16,1.592,6.226,-1.96746524092553,5.9440638372093e-16,"PCDHGB7"
5098,8.8021e-15,8.734,26.894,-1.62256990994288,3.42539554216867e-14,"PCDHGC3"
51294,1.1233e-13,7.484,26.326,-1.81460686974921,4.07536824027348e-13,"PCDH12"
202374,1e-20,11.501,2.897,1.98912771773728,5.48805712878601e-20,"STK32A"
6690,3.7069e-16,86.354,3.987,4.43688749587039,1.56321060170293e-15,"SPINK1"
389336,1e-20,3.047,1,1.6073895000244,5.48805712878601e-20,"C5orf46"
154,1e-20,5.601,51.811,-3.20950209580132,5.48805712878601e-20,"ADRB2"
22885,4.2231e-19,7.666,26.422,-1.78519377154241,2.12078029968454e-18,"ABLIM3"
134265,8.3759e-15,5.699,19.258,-1.75667718504111,3.265238469477e-14,"AFAP1L1"
11346,1e-20,43.997,145.549,-1.72602786746491,5.48805712878601e-20,"SYNPO"
2878,1e-20,207.459,1448.762,-2.80392246025793,5.48805712878601e-20,"GPX3"
26112,1e-20,30.183,94.953,-1.65347737464921,5.48805712878601e-20,"CCDC69"
2890,2.9088e-17,1,9.986,-3.31990690666801,1.30623464839815e-16,"GRIA1"
114898,1.4594e-16,1.772,6.831,-1.94671818830276,6.2936625e-16,"C1QTNF2"
9232,1e-20,54.487,12.563,2.11673104390075,5.48805712878601e-20,"PTTG1"
3161,1e-20,9.738,1.206,3.01339559336904,5.48805712878601e-20,"HMMR"
6586,1.8682e-18,4.492,37.519,-3.06219154312935,9.00639701492537e-18,"SLIT3"
1843,4.829e-13,276.041,1101.582,-1.99662242135133,1.69166807607671e-12,"DUSP1"
94081,1e-20,31.683,11.131,1.50912573874474,5.48805712878601e-20,"SFXN1"
114787,1e-20,4.466,1,2.15898325116039,5.48805712878601e-20,"GPRIN1"
3101,1.2837e-11,9.196,36.206,-1.97715042705031,4.09120862290862e-11,"HK3"
2264,2.2497e-19,7.504,66.056,-3.13795787736469,1.14708450926561e-18,"FGFR4"
83463,1e-20,9.901,3.271,1.59784248518392,5.48805712878601e-20,"MXD3"
2161,1e-20,3.091,1,1.62807365419614,5.48805712878601e-20,"F12"
2324,3.333e-12,8.908,25.544,-1.5198109947823,1.09869207217867e-11,"FLT4"
153579,8.8956e-13,3.411,52.369,-3.94044639634036,3.05950983333333e-12,"BTNL9"
2295,1.7193e-13,5.322,15.332,-1.5265054877783,6.18332081652412e-13,"FOXF2"
347733,3.0013e-18,3.045,1,1.60644222813161,1.42681478566859e-17,"TUBB2B"
10799,1e-20,8.477,2.756,1.62097789904764,5.48805712878601e-20,"RPP40"
51299,7.8238e-16,7.315,35.294,-2.27049317589029,3.22786061828952e-15,"NRN1"
1832,1e-20,87.152,21.286,2.03362890386966,5.48805712878601e-20,"DSP"
7020,1e-20,6.254,1,2.64477921926295,5.48805712878601e-20,"TFAP2A"
4739,1.5804e-17,58.978,227.626,-1.94841655003981,7.22213959401271e-17,"NEDD9"
84830,4.1179e-15,3.159,18.035,-2.51325958092806,1.63243751867663e-14,"ADTRP"
221692,1e-20,8.834,57.281,-2.69691794160671,5.48805712878601e-20,"PHACTR1"
54438,2.0626e-14,3.096,12.441,-2.00662507648271,7.82986990291262e-14,"GFOD1"
221687,2.6961e-11,1,3.723,-1.89646561618943,8.39921452334358e-11,"RNF182"
255488,1e-20,15.12,51.34,-1.76362515635435,5.48805712878601e-20,"RNF144B"
3400,5.136e-18,10.222,52.919,-2.3721083030972,2.40677106812447e-17,"ID4"
6659,1e-20,116.692,38.087,1.61533509757162,5.48805712878601e-20,"SOX4"
51473,8.5743e-13,1.749,7.457,-2.09206505226459,2.95173654772938e-12,"DCDC2"
394263,1e-20,16.297,3.388,2.26610063354099,5.48805712878601e-20,"MUC21"
629,3.9883e-17,4.229,1.375,1.62088494172942,1.77596887312687e-16,"CFB"
7148,3.2233e-13,4.085,42.814,-3.38967464557099,1.14282034839325e-12,"TNXB"
177,1e-20,36.004,3928.448,-6.76965845657555,5.48805712878601e-20,"AGER"
4855,1.7232e-14,7.931,31.53,-1.99115048169258,6.5750656394453e-14,"NOTCH4"
3833,1e-20,22.898,3.564,2.68365235128037,5.48805712878601e-20,"KIFC1"
3159,1e-20,254.374,63.445,2.00337284069243,5.48805712878601e-20,"HMGA1"
6204,1e-20,5.139,1.774,1.53448164250409,5.48805712878601e-20,"RPS10"
25803,1e-20,38.612,4.94,2.96646633709954,5.48805712878601e-20,"SPDEF"
222663,1e-20,2.845,1,1.50842865253186,5.48805712878601e-20,"SCUBE3"
222662,1e-20,2.855,1,1.51349074558812,5.48805712878601e-20,"LHFPL5"
6732,1e-20,25.375,8.233,1.62391769109752,5.48805712878601e-20,"SRPK1"
266727,1.7367e-11,1.172,4.783,-2.02894322156406,5.47233605259437e-11,"MDGA1"
4337,3.186e-17,6.928,20.234,-1.54627071505613,1.42812514078842e-16,"MOCS1"
222643,1e-20,9.762,1.209,3.01336250714456,5.48805712878601e-20,"UNC5CL"
171558,7.1687e-15,1,5.389,-2.43001758672766,2.8029617e-14,"PTCRA"
860,1e-20,8.913,3.061,1.54190806102958,5.48805712878601e-20,"RUNX2"
53405,1e-20,9.031,209.144,-4.53346705403134,5.48805712878601e-20,"CLIC5"
221395,1.3665e-18,72.75,228.333,-1.65012022809276,6.63800904533566e-18,"ADGRF5"
266977,1e-20,26.088,7.015,1.8948713372412,5.48805712878601e-20,"ADGRF1"
27242,1e-20,131.688,31.915,2.04481733384788,5.48805712878601e-20,"TNFRSF21"
135398,1e-20,3.805,1.153,1.72250394073914,5.48805712878601e-20,"C6orf141"
54511,2.4358e-19,1,3.68,-1.87970576628229,1.24083827657143e-18,"HMGCLL1"
202559,1e-20,1,8.33,-3.05831649559082,5.48805712878601e-20,"KHDRBS2"
51557,1e-20,5.407,1,2.43482835641991,5.48805712878601e-20,"LGSN"
27145,1e-20,1.929,10.113,-2.39028598465626,5.48805712878601e-20,"FILIP1"
80078,1.319e-19,4.242,1,2.08474462086847,6.81896381350035e-19,"LCAL1"
7272,1e-20,6.802,1,2.76595900604575,5.48805712878601e-20,"TTK"
7162,1e-20,32.203,9.224,1.80373067655795,5.48805712878601e-20,"TPBG"
9457,1.7567e-18,1.051,9.005,-3.09896360683146,8.47987283950617e-18,"FHL5"
55084,1e-20,1.33,5.243,-1.9789663001278,5.48805712878601e-20,"SOBP"
27244,1e-20,7.728,24.321,-1.65403554961775,5.48805712878601e-20,"SESN1"
8528,2.7135e-19,2.633,9.273,-1.81632863353332,1.37852232733075e-18,"DDO"
1300,1e-20,29.962,1,4.90506202354978,5.48805712878601e-20,"COL10A1"
221303,6.7499e-16,4.222,23.532,-2.47862545756615,2.79775007067138e-15,"FAM162B"
79632,1.3791e-14,5.424,19.082,-1.81478330572647,5.29292262786292e-14,"FAM184A"
5570,1e-20,11.512,3.613,1.67186933730785,5.48805712878601e-20,"PKIB"
2037,1.8927e-16,26.576,79.144,-1.57435600368226,8.11828423787529e-16,"EPB41L2"
1490,7.4196e-11,165.996,517.924,-1.64159193542232,2.24522233808554e-10,"CCN2"
6943,2.9061e-19,1.98,29.291,-3.88688511250832,1.47334510236579e-18,"TCF21"
53832,6.4399e-12,5.03,17.56,-1.80366253972983,2.08401410338319e-11,"IL20RA"
57224,1e-20,6.822,27.234,-1.99714223404565,5.48805712878601e-20,"NHSL1"
9749,7.381e-18,8.735,28.415,-1.70177310713457,3.43066417101147e-17,"PHACTR2"
8676,1e-20,2.782,23.185,-3.05899740171965,5.48805712878601e-20,"STX11"
7402,4.4488e-16,24.782,73.767,-1.57368294141517,1.86443034223392e-15,"UTRN"
389432,7.9566e-11,1.8,6.111,-1.76341157447001,2.40087658001625e-10,"SAMD5"
23328,2.2117e-16,10.875,38.91,-1.8391255793494,9.43751826536473e-16,"SASH1"
80177,1e-20,6.973,38.216,-2.45432539518447,5.48805712878601e-20,"MYCT1"
26575,1e-20,2.909,1,1.54052329643822,5.48805712878601e-20,"RGS17"
8871,1e-20,9.881,3.485,1.50349840009226,5.48805712878601e-20,"SYNJ2"
84624,2.3907e-16,7.37,2.211,1.73696559416621,1.0175999025974e-15,"FNDC1"
7058,1e-20,27.792,4.442,2.64538836116341,5.48805712878601e-20,"THBS2"
115330,1.3099e-14,1,3.957,-1.98440706531061,5.03851573770492e-14,"GPR146"
202915,1e-20,15.369,2.022,2.92616839527271,5.48805712878601e-20,"TMEM184A"
84433,1e-20,14.5,4.427,1.71165162169179,5.48805712878601e-20,"CARD11"
55698,2.31e-17,1,5.634,-2.49415956371284,1.044703125e-16,"RADIL"
222962,1e-20,6.554,1.268,2.36982092740335,5.48805712878601e-20,"SLC29A4"
25928,3.0853e-13,1,37.787,-5.23981807903362,1.0952864144632e-12,"SOSTDC1"
10551,1e-20,602.963,134.09,2.16886782612498,5.48805712878601e-20,"AGR2"
10643,1e-20,2.929,1,1.55040819321728,5.48805712878601e-20,"IGF2BP3"
56164,1e-20,3.011,1,1.59024270806259,5.48805712878601e-20,"STK31"
105375304,6.5021e-14,1.443,6.327,-2.13245029602365,2.39010890153389e-13,"AC004540.2"
3202,5.8669e-12,6.881,21.789,-1.66290983704306,1.90351093449782e-11,"HOXA5"
79017,1e-20,59.018,19.037,1.63234888625662,5.48805712878601e-20,"GGCT"
11185,4.6757e-19,13.958,257.227,-4.20387794202199,2.34226401213756e-18,"INMT"
358,1e-20,131.615,1026.221,-2.96294562769179,5.48805712878601e-20,"AQP1"
168667,7.3987e-14,1,5.384,-2.42867840994823,2.71431813827161e-13,"BMPER"
54443,1e-20,19.041,1.601,3.57206403548768,5.48805712878601e-20,"ANLN"
79783,1e-20,4.572,1.415,1.69202335049523,5.48805712878601e-20,"SUGCT"
10268,1.6159e-14,19.77,178.505,-3.17457970913443,6.17728358490566e-14,"RAMP3"
3486,1e-20,225.772,58.179,1.95629617147962,5.48805712878601e-20,"IGFBP3"
6804,1e-20,12.707,2.201,2.52939241383302,5.48805712878601e-20,"STX1A"
1365,1e-20,146.424,39.879,1.87645090313053,5.48805712878601e-20,"CLDN3"
7784,1e-20,8.625,2.4,1.84549005094438,5.48805712878601e-20,"ZP3"
